kPC1,kPC2,kPC3,kPC4,kPC5,kPC6,kPC7
-0.31665466748988214,0.5186604741696673,0.08575745911226089,0.0357195976771753,-0.015652328418279855,-0.012604674839559805,-0.35393925210601185
0.5699863322108709,0.07125342417649218,0.11161145282456458,0.004156973464779955,-0.027733818693616914,0.5864360057567046,-0.003634819661949053
-0.10201884442228236,-0.17792208444169258,-0.3031043644998189,0.5040252267009682,-0.08582839353070473,0.016658516081415747,0.026615342122841563
-0.044340355817800915,-0.042467067301580355,-0.2053265655690296,0.21716518443436078,-0.012057767767800754,-0.07236882786140648,0.016535376706808186
-0.18622380748446168,0.18785372848139736,0.009407895226492994,-0.041324270852427666,0.023447690499223437,0.00034892526743360216,0.5798815153044105
-0.18101177609005092,-0.39770321424601246,0.2724495136661535,-0.10247918978311622,0.05746761008352409,-0.007479556804998772,-0.11400408184564718
-0.26872654399399565,0.33124615399574076,0.07146678443510887,-0.02858724041988123,0.016549726173942583,-0.0015230859931057831,0.6406417298044396
-0.2703766899662383,-0.46009312557149923,0.3289360760479842,0.08271217646562629,-0.018538188810888475,0.004372540961909882,0.03030558498708354
-0.1043864934057438,-0.1757197530252377,-0.3272017755945757,0.5775361150666563,-0.13699722815864723,0.021488735070013795,-0.010553550466164555
-0.21572922509204245,0.24056957810745755,0.03145846139851039,-0.03927972077674382,0.021768553889539174,0.00043657886936072443,0.6165650379749491
-0.11227932808233479,-0.19744094888889052,-0.34239929123894625,0.6182197104739741,-0.13147729886271003,0.02286152112902193,0.006673848604428715
-0.24514922739406772,-0.5094959270024362,0.39317702188588605,-0.08393289941114457,0.034823900415293,-0.004965155473118679,-0.06545142724890855
-0.284865389337934,-0.5087765166403831,0.47530080277835834,-0.1070937150107334,0.0421389042222473,-0.003871607221241341,-0.0029519738935905203
0.6893239268336778,0.09367818875091048,0.15312657015342457,0.02266643130177005,-0.019276897322451268,-0.16121402678434002,-0.003301826376213376
-0.04304833978737592,-0.042723115406888765,-0.20695924498029636,-0.12580019674712425,-0.05099603333485563,-0.0003885042014035168,0.12249958376890811
0.7269199461779497,0.09972767233487517,0.17157946045681832,0.019194299797068756,-0.0274616307508393,0.051146148476779105,-0.0077524412697891005
-0.4025567960608175,0.6600926455805135,0.1859948399176983,0.007278450793308301,-0.010970392966198934,0.0075074842118303675,-0.14205506621814426
-0.24156392852972905,-0.3371894488136502,0.2718393691373282,0.0034682695929770433,0.00029228385419839806,-0.0001755729013115474,0.1332214133975406
-0.11736615542238883,0.08267131098332504,-0.0544179301931841,-0.03062861750376789,0.02175704729701878,-0.004041024571767636,0.4004425581583065
-0.11826503580481194,0.09804559404743345,-0.05750716502658081,-0.019425206342467985,0.01864164270220496,-0.007611986557470285,0.32481066327348085
-0.0657516479627395,-0.11431717704845795,-0.2320226818025216,-0.27357574018270125,-0.24530379256755855,-0.005789051347731164,-0.057006118606071014
-0.3415133421781346,0.4984831492608836,0.15479457877413746,-0.02231370369468922,0.007707023278607229,0.009943320350501383,0.33307661242995507
-0.05110938116781459,-0.07667975168921218,-0.29660064929970653,-0.2946024307973171,-0.27898596604380627,-0.004278984270869855,-0.04975243720983704
0.6742997126523524,0.09018931135076072,0.15064466717301217,0.014688550940263763,-0.028329167733911503,0.3050599034790661,-0.004577840051316428
-0.40181569271017675,0.626015425937597,0.18437521252932912,-0.0006165659254616408,-0.004436626966182638,0.004619395804590321,0.18086641045413973
0.009821418891037067,-0.07344101368578121,-0.34954396662790244,-0.08129473008246105,0.5952851855996528,-0.007899957651894635,-0.03766439650913099
-0.389315629826062,0.6217864275256625,0.16296764562270177,0.011725825713992931,-0.009207211533034656,-7.91381652160965e-05,0.02507328200549484
-0.05827333180270867,-0.09705496088448294,-0.3959910496875441,-0.3996907468940294,-0.20436718433401263,0.006234211253332446,-0.033629733415343734
-0.3208875280434557,0.5272874107268835,0.09293864401207251,0.03407871878622463,-0.01712099675769111,-0.006988935309828099,-0.4329666655850964
-0.05301419987761543,-0.08056837986903892,-0.30116288841995253,-0.3091230223386649,-0.31397790829093825,-0.005443793873641947,-0.047741707370523925
-0.11191272466114836,-0.18860179645421743,-0.2361628440098663,-0.3905140723646481,-0.3366231829601844,-0.006353414331438261,-0.03734274205250326
-0.03160999552048762,-0.07301436449238159,-0.3474751275859312,-0.16094280050011667,0.5923241886392017,0.037163730908677584,-0.05127214753870097
-0.11567503995683964,-0.18211950050357176,-0.34972677138974756,0.6372321366576227,-0.14599443084537073,0.019290698522806217,-0.012990977732599196
-0.0777132744079523,0.02366421385639083,-0.07837726653735717,-0.029371732644599264,0.0211300706958698,-0.0025187799696160785,0.2506886879235635
0.5541344370845714,0.07150745553039782,0.0969714773442821,0.023033166640506978,-0.0030625002212745986,-0.507850389500509,0.0015312894367943582
0.4889163365433581,0.057175441181210485,0.08203596571968659,-0.0005241664000401672,-0.024508362065103696,0.6454752802728366,-0.0016145206339363335
-0.0698307383474979,-0.11858879764373599,-0.40088290011789657,-0.4716422931163945,-0.4505895593799062,-0.0059615718728646475,-0.08099094235831579
