,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,-0.4475777491228729,-2.0,-0.2539468761690984,-0.07510432315139376,0.0012702740383870805,0.0,-0.399999280000576,-0.24999924999925002,-0.111112,0.0,0.0,-0.29411764705882354,-0.40816326530612246,-0.45340035974332404,-0.2634981424131825,0.0,0.0
1,1.167856104207014,-1.0,-0.3404686596605788,-0.07510432315139376,-0.19577711337970347,5.689710385639082,-0.599999520000384,-0.24999924999925002,-0.22222266666666668,1.0,1.0,-0.4117647058823529,0.8163265306122449,2.0921263011657674,1.157778172522399,1.3333293333413332,0.0
2,0.8064446719742159,0.0,0.36074776950197823,1.2154481722583874,-0.19577711337970347,0.0,0.599999520000384,2.75000375000375,-0.22222266666666668,0.0,0.0,0.29411764705882354,0.9183673469387755,-0.1791804980837828,0.4796841469099728,0.0,0.0
3,-0.05065714085312884,0.0,-0.3259576687186115,-0.048397596394591895,-0.19577711337970347,0.0,-0.5,0.0,-0.22222266666666668,0.0,0.0,-0.35294117647058826,-0.3673469387755102,-0.1424659929719203,-0.10308953386567327,0.0,0.0
4,0.45627356243132927,0.0,0.8687322155335624,-0.07510432315139376,2.558094382393795,0.0,0.200000239999808,-0.24999924999925002,0.5555546666666666,0.0,0.0,0.058823529411764705,-0.24489795918367346,0.3284534130944544,3.1916633897886375,0.0,0.0
5,-0.1479712609202814,0.0,6.090630207801926,10.611976297780004,1.2260623053924682,0.0,0.599999520000384,2.75000375000375,1.1111106666666666,0.0,0.0,3.3529411764705883,2.142857142857143,3.5610724832439007,-0.17428106147604622,5.999988000024,0.0
6,0.46333706828684623,0.0,0.05513723089480667,-0.07510432315139376,0.7051879850665344,0.0,0.599999520000384,-0.24999924999925002,1.1111106666666666,0.0,0.0,0.29411764705882354,-0.14285714285714285,-0.14198946473825821,0.33455841194135993,0.0,0.0
7,0.05011035753243196,0.0,0.4408484395016382,1.0290352194959105,0.21732013487625154,0.0,-0.200000239999808,0.0,0.11111066666666665,0.0,0.0,-0.11764705882352941,0.8163265306122449,-0.13597772711476735,-0.0007448696951668674,0.0,0.0
8,-0.3906950204785174,-4.999999999999999,0.8218617147910077,2.064104490068436,-0.19577711337970347,0.0,-0.399999280000576,0.25000225000225,-0.22222266666666668,0.0,0.0,-0.23529411764705882,1.6326530612244898,0.174930111890184,-0.3232353946056787,0.0,0.0
9,0.19225862364737312,0.0,0.4940221519346099,-0.07510432315139376,1.7047180869466432,0.0,0.599999520000384,-0.24999924999925002,1.1111106666666666,0.0,0.0,0.29411764705882354,-0.3673469387755102,0.12177175648562283,2.834301654858832,0.0,0.0
10,-0.14616556024018595,-2.0,1.012844494325976,2.4155983975963946,-0.19577711337970347,0.0,-0.299999760000192,0.5000015000015,-0.22222266666666668,0.0,0.0,-0.058823529411764705,-0.20408163265306123,-0.12466345528716039,-0.23906041945513892,0.0,0.0
