PC1,PC2,PC3,PC4,PC5,PC6,PC7
0.9952076360493994,-5.729092993035176,0.5987297369794877,0.5260427158096684,0.674032006717595,0.2680720814228292,0.3424559277935263
-9.0157232842684,1.2934676961785514,0.8584262343622923,-0.8795989757735263,-1.4848865764549999,-0.5808633248414341,-0.059038771679290766
2.5898572053393356,1.2407947897857572,-5.0400864343481375,-2.4344892110121634,0.9213863172920754,-0.754398437372516,-0.7542982816609225
-1.262857719868048,-2.8814551689940995,-3.916192344209375,-2.1545449861531347,-0.10883756969397315,0.28758664381097365,0.9163245739457941
3.3585067936628876,-2.725612297210596,3.8792789070531524,-3.2362826609416198,1.0788969127871146,-1.0423046771092555,0.6362928016139304
8.185076433497521,2.7603894301083938,-0.9321277645884161,-0.26985545840768055,-1.9755704851953486,-0.15310081410333862,-0.2592686015532272
2.4374075660376677,-3.3025160152783024,2.812188082815965,-2.667473010606138,0.8746645806812723,-0.46462845353207316,0.23638490152781455
4.879881795795456,0.48102320302834184,-1.2726925303709955,-1.2223443598407162,-0.5003491768246474,1.1558760116470634,-0.6865826404632673
3.1493515404005303,0.28980174797820896,-5.905517461047128,0.38765727032358044,-0.35156222777158974,-1.473164136625653,-0.8839433778667467
3.1274295825561405,-2.99632719301007,3.5620616705471684,-2.9422043990362914,1.257468382386743,-0.8052346738513966,0.8944787857455593
3.210388172170911,0.8309867726339565,-5.746918382127108,-0.5574398992145349,0.9723482123483489,-0.7201617588568154,0.47933133077619183
6.971832128358096,1.8271337906007945,-0.5924650229334903,-1.1488949049208819,0.24945444965212077,1.6373874610612502,0.030400695146203395
6.563981465461178,0.6112644281574708,0.8820069054688084,-0.946574823600316,-1.0241922644580461,0.7540172518951462,-0.35673834841163277
-7.390409769532817,-0.9893489291876226,-0.39255016944982757,-1.8640813929047833,-0.40446932531901275,0.5178233028284548,0.04296965168517394
-0.7932778410878706,2.7401259164060385,7.061874399660069,-0.6158819106280348,1.3082380097578843,-1.5829995218005966,-0.6186397789921866
-8.52066406364494,-0.10351840431121197,0.18395359479067666,-0.09830890157107057,0.062017200980508475,0.8599473678840738,-0.26850261146140125
2.968486181721408,-5.266714099866266,2.111576724134765,1.0872912375935648,0.5623003280102843,-0.3990237594840874,-0.35490461713677923
4.35029290148618,0.21518222384568214,0.12609443029940193,-2.4900225097130764,-1.1423861657996135,0.5271206969189535,-0.8573953615561483
2.139162386327622,-2.355215444043833,3.214829388935436,-4.7392607377852745,1.1432827763117976,-0.8650738917799523,-0.230889024569651
1.2546231252165791,-3.1175793691996763,2.287808314892193,-4.275873868764345,2.1417014727661483,0.18290943988591554,-0.3126089323940707
4.466940645010031,7.215371057395595,1.2971854983536142,-0.1619369094177705,0.34063213199521175,0.42460687029817257,-0.7106390004030533
3.515859119353854,-4.245769898839716,2.935511458051583,0.022020709113745658,-0.454759144940083,-1.4412864696520356,0.9664378378790739
1.9711947284431237,8.773041853814807,3.033229743975767,1.6076638644674377,-0.6858066620649923,-0.11215224982516332,0.027618176948360787
-8.024832923556216,0.1563539120949017,0.1752598522268043,-2.2352754275992126,-0.7196677945610547,0.0958754074515279,-0.3479189637872232
2.6389933542524107,-4.618395137495224,2.2350825015718394,-0.3248411064566165,0.9565074508571287,-0.15980575547092946,-0.5487419099190743
-2.78185781206773,2.7015395440562653,-2.3282453204968045,-0.19068122915166444,1.13195162989739,-0.3698772164539638,0.55122051192358
2.126403397008788,-4.94881461265,1.7332488338991419,-0.12504488019012647,1.1896528021679227,0.16260629194275608,0.41523765981988503
-0.6443912466648734,5.779264517707602,2.655143610825625,-0.030403221833107247,0.12258382654226109,0.5588148427666254,-0.8354211647531742
1.3074785313920005,-5.708346495961355,0.71289143813964,0.7794589493321604,0.1499798782778223,-0.17018623467215777,-1.5073056592733032
2.4332074413887317,8.001561777573533,4.37174767824189,-0.08382007195332764,-0.057866749195063384,0.3532591067872095,-0.6116463026307398
3.2392678273491473,3.590002968252735,2.332853826526822,1.365613560250093,0.21629880393098178,1.2090650385016017,-0.6387821741095503
-2.5882355668539625,5.5306000277748675,-1.9207661980573132,-0.903257288040832,0.9300667286971338,-1.2201096374455302,-0.8059856185357338
2.724300170477894,-0.5124911046715463,-5.527908754335106,0.37983175759309185,1.1003462005143854,-0.4452019582984301,0.6365276187087319
2.5336136985220947,-1.7208925644780573,3.712954225570997,-5.1932686536899935,-0.49177116759605205,-2.281319572601616,-0.24173025168693818
-6.6867320315572,-2.1855886337586536,-1.0030147339048943,-1.6949914449194683,0.059413321670815485,1.0384663621416517,0.16217620361437457
-9.446864725724417,1.9050236734313233,1.1586904153034885,-1.431508919071559,-0.615911277215925,-0.08977177022018122,-0.6946246498235187
2.4249918111717013,6.985611258910302,2.7242599530362033,0.9040670201933462,0.5215293685890768,0.9378686730550406,-0.1665907467465603
-3.7071959030941013,5.684174163980715,-1.3999829493147764,-0.30850040346310875,1.1291853926992677,-0.9528099384174962,-0.8284353041529519
-2.120814531744868,7.135527273835191,-1.8499982587017496,1.612178437916277,-0.5988438867684984,-2.8462212650370473,0.5343077742309686
-8.40518170209563,-0.1754467911862126,0.2008951578389334,0.6648377697184004,-1.3828245941196142,-0.24673428176991272,1.0436727077321375
1.8397928196252065,5.632436491662728,2.726536355902045,2.805266658927823,0.2578609201272818,0.9998801138578749,0.1714009493888349
0.7811731694412094,0.3224150887827965,-4.521374157136736,-3.6965152863702606,0.6597669263859167,-0.4667690349404777,-0.22082235721485877
-8.053846860322633,-0.8373403493945122,-0.18219979347761459,-0.026596459487886564,0.14810789185984566,1.0070643981422847,0.3400642545556191
5.896206481193529,1.5390003960090803,0.8038425137818777,-3.017717296252015,-0.457825657546156,1.0155201867465142,-0.5402423722313248
-2.787914665155591,-0.6332712072946337,3.4929572978978607,1.9753347787333986,1.6534807675520373,0.3734048977041989,-0.1990697113516983
7.309957209573017,0.9118989232751717,-0.16960527134602957,0.410810936339633,-1.306310106549161,0.665869376437551,0.5618725101209906
-1.5682849027626145,4.0816828021231935,-2.9156594532237903,1.6410349254811951,1.3167051518271569,-0.6732140032914,-0.3715270584263089
-0.2876095858300043,7.657128333028226,2.9467201720340923,1.2095297302892134,-0.8976070815079884,-0.27371682736813174,-0.2646196839885097
6.906297759007798,1.9132775028941136,-0.3236988671294632,-1.494115089220957,-0.1393418477682646,1.2402138564089775,0.4632040714477426
-7.3582613442323686,-1.2459905746541717,-0.4899841550003023,-1.164552506892962,-0.5294223435933368,0.5015278347027964,-0.16015743152003867
-0.39737768246725863,5.783515646187317,-3.0749583788580397,3.0776805132010794,0.588219112721905,-1.8283441706875112,0.6253415583596277
7.329539238530669,3.2656413949874197,-0.8814843170892056,-2.1732081939038728,-1.0716993931341903,0.03831008963018172,0.15413672370809114
-7.313752754927652,-0.8865686400171582,-0.37559001517850843,-2.4801355725872964,-0.3273782643551455,0.49764111141857625,-0.2447044618477038
-2.346021985241991,1.676450204502493,5.046431123577408,-1.1678779784582705,0.6727054725633552,-1.186150558177977,-0.2867301814104301
0.5263505357693631,-0.3314556958901272,-4.331033705720663,-2.9489826875914784,-0.9476386146679351,-1.2416576086296274,0.1074465714475944
-0.1424835875913747,-1.3822363437679615,-4.339751245946895,-2.74090115369924,1.035667739844724,0.3661646970423068,0.29903515158696914
-8.595559457264738,0.24788619682488233,0.3870817902034486,0.6380994047359573,-1.8766423128554575,-0.5971831752455653,0.4648805972147218
0.06148404309640198,2.305853490981731,7.216942423654004,0.04205498804577173,1.4530966566396506,-1.8679911510897351,0.902903341245948
3.8860629933859654,0.2802982739180362,-1.3318463409885148,-2.2262950646689057,0.20423769392702848,1.1940547882437085,0.5643268209389714
-7.736536641836947,-1.600211436422726,-0.5501532314399964,0.5275354704224442,0.5576974367292037,1.4737938836117892,-0.055672562677932275
-7.5141724480361765,-1.221512968887806,-0.45686683054579363,-0.7375027449847961,-0.3107069831992797,0.7168118812665702,0.058014697335266575
3.288941687397496,0.6824209159104972,-0.9325582260515172,-3.3968516149061014,-1.6761250796220075,-0.12347273939526703,0.47772018938874433
2.8756117204314093,1.5661650669409497,-5.37033526615379,-2.221049180264188,0.9431885745369141,-1.039316175842549,0.9226567056483257
-1.3942739691248194,1.5359823071610268,5.470953369994329,-1.2317013415826916,1.1903209155089625,-1.0694463236374887,-0.5417805377425038
1.8101694843103475,9.283077172653309,4.960648388630045,2.4140777807072307,-1.3730326990964625,-0.5572740656138626,0.7084631136727939
-7.973842104699506,-0.8440730632879856,-0.2007269622034164,0.7082823944991277,-1.2593484858636972,0.12881455437276104,-0.640196708397601
4.691421913940412,0.5977037474652204,-0.9020766833388119,-1.9367776392064306,-0.05768801648704357,1.322307240182938,0.4354372936904702
5.05413752793151,0.09404797549502507,-0.9826217001576211,-0.5882720095396198,-1.141072120171961,0.8626377434441348,-0.26437130606121173
4.456074683026032,1.082597775381149,0.17544443771324597,-3.630947245233258,-0.5626113685384146,0.7630348067769518,-0.10148687863048923
2.526493775691572,1.265790002329358,-4.812114925847921,-2.4701651773601725,-0.38270435620640514,-1.6745796198519438,-0.4256161479241029
2.220759927003315,-3.918195348926791,2.2891488483839297,-1.5120875946426648,0.022780346195725155,-0.7870797557060355,0.9514797473409452
-6.3565405799827595,-2.880090030132706,-1.2748099636396995,-2.7226222029658476,2.3187383971522233,2.262062748014691,-0.7130202612920838
-3.0533978976833227,6.600051921313043,-1.3906026639832043,-0.09314512402759904,1.3628559751646443,-1.2035447660034018,-0.48588088043224276
3.8133900896288577,-3.2223198356203215,-0.46661244396617624,1.6697516308369529,-0.7379304054220477,0.674848679659747,-0.8142659434101797
-8.235279477314679,-1.4863349183033665,-0.3169436597635197,2.7143090874597164,-0.1384200369891998,0.8336611103259172,-1.951717595438248
3.005356575631755,-4.199051866002033,-1.1743524565871244,2.534412978945984,-1.0759020943542223,0.5659761586740605,-1.8946280779172897
