,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,0.002147794538759056,0.818182,0.0019453677917648953,0.0,0.00424,0.0,0.166667,0.0,0.083333,0.0,0.0,0.00558659217877095,0.03333333333333333,0.003978631353655269,0.0018258959779345425,0.0,1.0
1,0.16816909701674723,0.909091,0.0,0.0,0.0,0.13668490864085,0.0,0.0,0.0,0.16666666666666666,0.032520325203252036,0.0,0.23333333333333334,0.08089338728282809,0.01403472638946653,0.222222,1.0
2,0.13102613595644605,1.0,0.015766247542545745,0.018968260296237233,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0335195530726257,0.25,0.012264364146940043,0.008209866807429262,0.0,1.0
3,0.042940103199039056,1.0,0.00032626713488719417,0.00039252966972308257,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.002793296089385475,0.04,0.013373716974826266,0.0032038134720392152,0.0,1.0
4,0.09503836488390284,1.0,0.02718784035014989,0.0,0.05925688888888889,0.0,0.666667,0.0,0.583333,0.0,0.0,0.0223463687150838,0.06,0.027602855383052818,0.031505896093192196,0.0,1.0
5,0.03293894039701825,1.0,0.14459771975977767,0.15707638995369377,0.030594666666666666,0.0,1.0,1.0,1.0,0.0,0.0,0.1787709497206704,0.45,0.12527855865136514,0.002592274900545934,1.0,1.0
6,0.09576429522130202,1.0,0.008894857764862131,0.0,0.019386666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.07666666666666666,0.01338811558763529,0.006963229916374733,0.0,1.0
7,0.05329617645758494,1.0,0.017567242127123055,0.01622840320157012,0.008888888888888889,0.0,0.333333,0.083333,0.25,0.0,0.0,0.013966480446927373,0.23333333333333334,0.013569764178915764,0.004082958952233572,0.0,1.0
8,0.007993744020733525,0.545455,0.02613399750446425,0.03144162654481891,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.008379888268156424,0.36666666666666664,0.022964048246241986,0.001312750171165674,0.0,1.0
9,0.06790503229946566,1.0,0.018762807259525317,0.0,0.04089422222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.04,0.02135783370748801,0.02843614197748628,0.0,1.0
10,0.03312451579410238,0.818182,0.030428080833498336,0.03660780766046184,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.01675977653631285,0.06666666666666667,0.013911632315478874,0.002035817167856207,0.0,1.0
11,0.07965749003088701,1.0,0.06562027358722762,0.06133840350823393,0.03190044444444445,0.0,1.0,0.25,0.916667,0.0,0.0,0.07262569832402235,0.1,0.011992229893648758,0.006415800874185308,0.25,1.0
12,0.04840028685901658,1.0,0.04359601848058618,0.010302922506056609,0.07635422222222223,0.0,0.75,0.166667,0.75,0.0,0.0,0.07262569832402235,0.25,0.03264674700554736,0.0032868793538046296,0.083333,1.0
13,0.1456048185157983,1.0,0.0,0.0,0.0,0.007357486305422492,0.0,0.0,0.0,0.05555533333333334,0.008130081300813009,0.0,0.1,0.015883762079311553,0.012956576410900495,0.0,1.0
