PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
-1.696395284797377,-1.122583984969202,0.49156156694804803,0.719520786264089,0.07983048633738864,0.11823378335278743,0.8089927144529226,-0.0939699961544197,-0.01618970604079142,-0.08240236177224895,-0.2165289514156813
-1.2156808310510552,2.4356377734740264,0.6946578548079501,-0.09884273800345693,0.8030187846291288,-0.9177771979120904,-0.3229690839787895,-0.04511852744387698,0.7546170576940324,-0.748468357431511,-0.8783514645141983
0.9358532889826557,-0.3852015658771716,-0.02595328587204472,1.2938435341356431,-1.9872853340977998,-0.6821393082584655,-1.6247214096192801,0.07340082706757428,-0.8370658855990848,-0.034854227463373494,-0.746797750595749
-1.6146382779398494,-0.7245861581639212,0.2723581255169576,1.0861164877969753,-0.4278135400620858,0.08298226706357774,0.6870006670081588,0.06354833897108131,0.5669403161869802,-0.08353156857475084,-0.4667489091166186
0.22370061532912736,-0.7836098222436343,-1.1844343339808967,0.7213528162561821,0.8012428969354972,0.5258794599273346,0.7888927879014125,-0.08994159490396293,0.36585743587633046,-0.19264695034622975,-0.19465063495028273
6.265597818644685,-0.6094491837216001,2.085564231732633,-0.5777851348468254,-0.965617446906677,-1.0913351223143146,-1.3690754418973483,1.0585747491306952,0.7592054329405217,-0.03036520947183696,1.15034689804557
0.2616668805110531,-1.2956353041122288,-1.8254576232913995,0.06677575532750503,0.2193711401809295,-0.10116127254559383,0.41659677884020313,-0.5235600618114332,0.024977257222817382,-0.947101484954381,0.558480466103008
-0.46533858314245385,-0.47769790771227005,0.09716300922895788,1.061918471840554,-0.15832971823525618,-0.2964662436485869,-0.07936413361159247,-0.5986188572736447,0.5973669779753701,-0.054758966660258264,0.1889321274304801
-0.5996811582964949,-0.40859131853073793,2.017645348990174,1.043335412138672,0.5731392237833589,-0.5599645299877986,-0.7684726749122458,-1.018236365156336,-0.6876329632317955,0.21481367603753765,0.5122633784631854
0.5227710590927708,-1.312163252280942,-1.9425411227903588,0.1689272468320598,0.6507923874011116,0.3305375089659306,0.7159105813099302,-0.05845782638076631,-0.020553462889164948,-0.8348016561715618,0.2790732010720756
-0.7122718167360985,-0.816285452279689,1.1053297123030106,1.0216227661975872,-0.5416092905960066,0.22208573224033729,0.5357075848833283,0.08436525481026944,-0.20072673313207423,-0.1491206485768309,0.004668820827223729
1.9434601268229126,-1.3017249034230065,-0.665136301250345,0.02586929857972555,-0.31145435090920565,0.11153059431257746,0.4165605530458998,0.1014687273560044,0.20524995131130674,-0.46434595982265525,0.9363820418528661
1.525400653289877,-0.8596971135335674,-0.7818570344728543,0.23574915587870743,0.4855258288477731,-0.23155857134772537,0.28047505834790015,-1.03656401511081,0.38736920744473274,0.3080364871643176,-0.17610915220830844
-1.6204542526183825,0.19082663749169004,0.08477426205617183,1.3232111053858828,-0.04854885574974119,0.08331901541709473,0.3068570203772549,-0.11204809497812325,0.7095611469633017,0.12178143226382684,-0.1304351009361131
0.710158787392144,1.8313843848072615,-1.2476805770192037,0.9231440610052902,1.2133856392530986,-0.019146557769702047,-0.348790526672211,-1.1633883256743784,0.6183945017651354,0.38157809569054374,0.06965544713590899
-2.1414145384715595,0.8885650520439529,0.5435958414427793,-0.8653218711312629,-0.3403978636043131,2.124608063166936,-0.7321686648080266,-0.6928795421834707,0.5859957085623755,-0.06308046957664024,-0.4234253888222086
-0.9840515602124466,-1.6351044513991073,0.9778463136490417,-0.20622906466492713,1.2811605375219006,-0.19775649397633846,0.3026081517927489,-0.26431450917963595,-0.9747084333579658,0.1967664095479998,0.2173374745957308
0.47031557265390056,-0.09703387535768156,-0.6199453407883753,0.9451072832456964,0.4120385755759377,-0.9138932030063798,-1.175182137049139,-1.3298991040037482,0.5132749282131943,-0.22263900251104296,0.5144597711246081
0.7477202891660881,0.04839047169099511,-3.140908523428812,2.101997481818032,2.4514099041125768,1.477228315997112,-1.0763825739628872,2.2401623834820064,-0.6127375308959043,-0.9965309207830502,0.6201867705924824
-0.17057291764151572,-0.08443837562874756,-2.574605473012887,2.4533359600913034,2.315044970107586,1.8401766223185427,-0.7323281834951125,3.010138151572623,-0.5864310251265453,-0.7159291536259598,0.23477190432098421
5.405116062920955,1.8061240985489093,-0.149372010390477,0.9913064112644437,-1.8109221772142297,0.3986884162136177,-0.7604723396052578,-0.37674210820206333,-1.3441512863964464,0.525257602944928,1.9377922968370118
0.3970357029031714,-1.7581659459884844,-0.6977598057760173,-0.5854628935968239,1.088072236837625,-0.05340019380256821,0.8339034784441033,-0.7313615477465283,-1.0934163671107546,-0.981596017722637,0.3606996851697267
2.6780950603439897,3.680145957114285,0.31082707794330133,-1.423986105016535,1.1225882007283066,-0.5702884677428964,0.5719200335547632,-0.4401528945578463,-0.3267115061261483,-2.4936200747386947,0.6727009265696671
-1.4900815762203001,1.8723349725396756,-0.1715299052490486,0.9254551819979745,-0.019011054018732116,0.4982814374553246,-0.5246599991204526,-0.4228692520155886,0.7422344127837159,0.5891314871784951,0.3802922028450033
0.1575761798333012,-1.6384094782839302,-1.676955331796825,-0.1518291808133472,0.07659540498232831,-0.2408206182672159,0.5111388287629016,-0.5295407680403893,-0.01072402635416563,-0.8947734395913662,0.5245675251095641
-1.4824147681044715,0.3814566190413493,-0.02742741880739378,0.6780985568879491,-0.6669465016870154,0.08712790729647414,0.6702679552577796,0.41899135906581647,0.15980463235116749,0.35776793419819825,-0.09464321076755045
-0.05256490396992535,-1.7825012842914494,-1.7260495617167102,-0.21516396478981506,-0.05773179234924706,-0.11155795535686264,0.7491472728939869,-0.2806023551309767,-0.09211804906802369,-1.0673574267534784,0.4885240314304104
-0.12966437491915817,4.061523740592068,-1.5524257725214399,-0.3726074249214322,-0.3814439861137538,-0.7383303853494033,-0.7167288680577086,-0.45446690099026793,-0.4154890311627419,1.1162489739268902,1.6153906896603016
-0.7826408668738744,-0.8865039169487463,-0.369209538809062,0.6955082710721461,-0.014702718914676973,-0.4782536806065679,-0.03134368262808786,-0.6667022873524346,0.5018236994393558,-0.18572285351616574,0.209488470979189
3.6041604948695327,4.3089822839289305,-2.4611544142893225,0.45471114919971967,1.372144559184825,-0.07603989506768354,-1.1136665118450653,-1.6924995674299945,-0.32630942354103226,0.8865853897931298,0.9628232159867661
